City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
351,zaysan,47.4667,84.8667,-16.28,81,97,1.49,KZ,1733866304
352,quang ngai,15.1167,108.8,22.3,97,100,1.85,VN,1733866305
353,pangody,65.85,74.4859,-12.44,94,100,6.32,RU,1733866306
354,mertoyudan,-7.52,110.2264,22.44,92,93,1.01,ID,1733866307
355,pemangkat,1.1667,108.9667,26.09,90,100,2.89,ID,1733866309
356,qamdo,31.1667,97.2333,-6.77,46,0,1.52,CN,1733866310
357,korla,41.7597,86.1469,-7.23,88,85,3.21,CN,1733866311
358,sciacca,37.5082,13.0881,9.8,76,20,1.56,IT,1733866312
359,farnham,51.2143,-0.7959,7.08,83,75,6.69,GB,1733866093
360,sakakah,29.9697,40.2064,9.76,50,50,0.9,SA,1733866298
361,tannum sands,-23.9504,151.3693,28.19,78,100,4.63,AU,1733866315
362,launceston,-41.45,147.1667,12.8,71,58,7.72,AU,1733866316
363,nava,28.4167,-100.7667,16.07,25,36,11.6,MX,1733866318
364,saudarkrokur,65.7461,-19.6394,-0.31,80,100,1.71,IS,1733866319
365,porto novo,6.4965,2.6036,27.9,75,4,3.03,BJ,1733866119
366,palikir - national government center,6.9248,158.1611,29.41,79,100,6.17,FM,1733866321
367,pandan,14.0453,124.1694,26.16,89,100,5.12,PH,1733866322
368,cimitarra,6.3142,-73.9497,29.29,74,34,0.58,CO,1733866323
369,susuman,62.7833,148.1667,-30.71,99,99,1.74,RU,1733866324
370,antalaha,-14.9003,50.2788,22.44,88,48,3.25,MG,1733866326
371,sikonge,-5.6333,32.7667,18.21,87,51,2.05,TZ,1733866327
372,oranjemund,-28.55,16.4333,17.23,94,18,5.67,NA,1733866328
373,bel ombre,-4.6167,55.4167,25.91,89,40,1.03,SC,1733866329
374,mabaruma,8.2,-59.7833,23.41,98,94,1.05,GY,1733866330
375,dabhol,17.6,73.1667,22.56,64,7,1.6,IN,1733866331
376,akjoujt,19.6969,-14.4164,22.13,11,90,3.51,MR,1733866332
377,nejo,9.5,35.5,15.92,56,33,0.61,ET,1733866333
378,vila franca do campo,37.7167,-25.4333,18.27,99,100,2.41,PT,1733866334
379,suihua,46.6406,126.9969,-24.13,97,6,1.63,CN,1733866335
380,fort st. john,56.2499,-120.8529,-9.06,92,40,4.63,CA,1733866205
381,kerikeri,-35.2268,173.9474,20.51,94,98,0.45,NZ,1733866338
382,kidal,18.4411,1.4078,21.43,17,61,3.08,ML,1733866339
383,nuuk,64.1835,-51.7216,-6.66,73,40,8.23,GL,1733866340
384,ivins,37.1686,-113.6794,8.97,26,0,0.89,US,1733866341
385,kyshtovka,56.555,76.6271,-10.41,94,100,6.31,RU,1733866342
386,tarana,23.3333,76.0333,10.68,43,69,3.0,IN,1733866344
387,male,4.1748,73.5089,27.97,78,75,2.06,MV,1733866112
388,maralal,1.0968,36.698,14.2,83,25,2.64,KE,1733866346
389,saldanha,-33.0117,17.9442,18.19,94,0,5.63,ZA,1733866347
390,slagelse,55.4028,11.3546,1.36,100,16,0.85,DK,1733866348
391,mogok,22.9167,96.5,10.98,83,71,1.01,MM,1733866349
392,glazunovka,52.4986,36.3275,0.47,86,99,1.51,RU,1733866350
393,masterton,-40.9597,175.6575,19.65,43,100,3.46,NZ,1733866351
394,magadan,59.5667,150.8,-19.47,82,70,4.96,RU,1733866353
395,challapata,-18.9,-66.7667,16.38,44,100,5.14,BO,1733866354
396,nanning,22.8167,108.3167,17.25,91,100,2.32,CN,1733866355
397,muli,2.9167,73.5667,27.03,76,88,1.72,MV,1733866357
398,concepcion,-36.827,-73.0498,17.89,59,0,8.23,CL,1733866315
399,nagqu,31.5,92.0,-13.32,32,0,1.12,CN,1733866359
400,dunedin,-45.8742,170.5036,17.85,49,92,3.44,NZ,1733866348
401,chimoio,-19.1164,33.4833,23.92,60,20,0.92,MZ,1733866361
402,ustka,54.5805,16.8619,2.96,86,94,1.2,PL,1733866363
403,al jawf,29.5,38.75,12.31,44,26,3.57,SA,1733866364
404,colonia,50.9333,6.95,6.09,81,100,2.06,DE,1733866365
405,vallenar,-28.5708,-70.7581,21.99,41,100,2.58,CL,1733866366
406,puerto del rosario,28.5004,-13.8627,18.86,59,40,8.23,ES,1733866367
407,revda,56.801,59.9303,-6.23,85,100,6.79,RU,1733866369
408,mount pearl,47.5166,-52.7813,-1.82,79,40,2.57,CA,1733866370
409,la'ie,21.6477,-157.9253,27.66,74,22,3.13,US,1733866371
410,massawa,15.6097,39.45,27.03,64,0,2.52,ER,1733866372
411,guozhen,34.3659,107.359,0.83,71,97,2.09,CN,1733866373
412,darda,45.6281,18.6997,4.97,90,100,1.93,HR,1733866374
413,flying fish cove,-10.4217,105.6791,24.82,94,100,4.63,CX,1733866375
414,kas,36.2018,29.6377,15.28,85,100,1.22,TR,1733866376
415,childress,34.4264,-100.204,9.14,31,0,5.66,US,1733866378
416,neryungri,56.6709,124.6491,-17.66,92,100,5.52,RU,1733866379
417,namibe,-15.1961,12.1522,22.75,79,100,3.09,AO,1733866380
418,holualoa,19.6228,-155.9522,26.42,66,0,5.14,US,1733866381
419,ust'-uda,54.1742,103.0304,-25.59,100,83,0.41,RU,1733866382
420,taoudenni,22.6783,-3.9836,21.56,13,100,2.44,ML,1733866383
421,usinsk,65.9939,57.5281,-4.13,95,100,8.22,RU,1733866384
422,adrar,20.5022,-10.0711,18.74,14,100,1.85,MR,1733866386
423,remire-montjoly,4.9167,-52.2667,28.02,78,20,3.6,GF,1733866387
424,mayahi,13.9553,7.6712,23.13,23,61,4.51,NE,1733866388
425,enoch,37.7733,-113.0244,4.71,38,0,5.14,US,1733866389
426,yaren,-0.5472,166.916,27.79,79,71,4.94,NR,1733866390
427,kurchum,48.5722,83.6542,-17.27,92,74,0.59,KZ,1733866391
428,eenhana,-17.4667,16.3333,26.31,33,84,2.85,NA,1733866392
429,nelson bay,-32.7167,152.15,22.84,71,97,1.79,AU,1733866393
430,lerma,42.0261,-3.7598,0.2,94,53,3.23,ES,1733866394
431,arteche,12.2645,125.4048,26.52,89,98,4.11,PH,1733866395
432,simbach am inn,48.2667,13.0167,2.96,64,100,0.89,DE,1733866397
433,javanrud,34.7961,46.5172,4.4,62,31,2.01,IR,1733866398
434,saint-joseph,-21.3667,55.6167,24.21,83,81,6.03,RE,1733866400
435,port macquarie,-31.4333,152.9167,21.71,82,38,2.24,AU,1733866401
436,viedma,-40.8135,-62.9967,20.2,50,25,10.56,AR,1733866253
437,es castell,39.8795,4.2854,6.38,87,20,4.12,ES,1733866403
438,chhor,25.5167,69.7667,14.88,27,0,3.32,PK,1733866404
439,tambura,5.6,27.4667,24.9,32,17,1.84,SS,1733866405
440,tabuk,17.4189,121.4443,21.83,96,100,0.45,PH,1733866407
441,kayyerkan,69.3786,87.7439,-12.46,90,100,6.79,RU,1733866408
442,andergrove,-21.0833,149.1833,27.13,76,76,4.9,AU,1733866409
443,terenozek,45.05,64.9833,-9.65,74,2,2.86,KZ,1733866411
444,al ghayzah,16.2079,52.176,22.22,64,44,3.11,YE,1733866412
445,bosa,40.2993,8.4983,9.74,82,69,2.95,IT,1733866413
446,eldorado,-23.7869,-54.2836,24.36,80,77,0.68,BR,1733866396
447,kristiansund,63.1115,7.732,6.36,70,75,3.6,NO,1733866415
448,kita,13.0349,-9.4895,25.99,22,100,1.8,ML,1733866417
449,stephenville,32.2207,-98.2023,7.36,48,100,6.69,US,1733866234
450,ar rutbah,33.0381,40.2848,11.76,51,100,1.62,IQ,1733866419
451,anar darah,32.7587,61.654,1.98,47,0,4.43,AF,1733866420
452,brookings,44.3114,-96.7984,-1.0,85,100,6.17,US,1733866295
453,sao gotardo,-19.3111,-46.0489,19.59,93,98,4.43,BR,1733866422
454,sabang,5.8933,95.3214,26.28,85,100,8.54,ID,1733866423
455,dapa,9.7594,126.0531,26.19,86,97,1.36,PH,1733866424
456,upata,8.0086,-62.3989,24.74,77,79,2.53,VE,1733866425
457,kuanda,56.3161,116.0806,-22.85,97,99,0.14,RU,1733866426
458,buka,40.8108,69.1986,-3.41,56,0,1.58,UZ,1733866428
459,qusmuryn,52.4503,64.6311,-7.01,76,100,7.7,KZ,1733866429
460,nadi,-17.8,177.4167,29.0,65,20,1.54,FJ,1733866430
461,florida,28.7505,-82.5001,26.59,57,40,2.06,US,1733866431
462,newman,37.3138,-121.0208,15.87,33,48,2.21,US,1733866432
463,tchintabaraden,15.8969,5.7985,23.45,22,100,4.7,NE,1733866433
464,kijang,35.2442,129.2139,0.85,33,84,1.97,KR,1733866435
465,aykol,38.1751,77.2132,-6.6,66,45,2.63,CN,1733866436
466,ciudad lazaro cardenas,17.9583,-102.2,28.14,71,4,3.45,MX,1733866437
467,courtenay,49.6866,-124.9936,6.64,87,100,1.03,CA,1733866166
468,san ignacio rio muerto,27.4167,-110.2333,28.98,9,4,7.67,MX,1733866439
469,gualeguaychu,-33.0094,-58.5172,27.16,41,0,3.01,AR,1733866159
470,port isabel,26.0734,-97.2086,17.02,87,100,8.05,US,1733866441
471,talcahuano,-36.7167,-73.1167,17.82,59,0,8.23,CL,1733866443
472,vlasim,49.7063,14.8988,-0.16,92,100,2.96,CZ,1733866444
473,karlovac,45.4872,15.5478,3.94,93,100,0.85,HR,1733866445
474,guerrero negro,27.9769,-114.0611,23.7,21,19,3.03,MX,1733866446
475,bereznik,62.8551,42.7072,0.76,94,100,4.09,RU,1733866447
476,inhambane,-23.865,35.3833,24.5,82,62,3.88,MZ,1733866448
477,markovo,57.3206,107.0881,-13.21,88,100,4.86,RU,1733866449
478,port alberni,49.2413,-124.8028,6.63,88,100,0.89,CA,1733866235
479,sur,22.5667,59.5289,21.99,61,4,3.27,OM,1733866452
480,yorkton,51.2167,-102.4677,-20.09,71,75,7.2,CA,1733866453
481,visakhapatnam,17.69,83.2093,24.25,83,100,2.6,IN,1733866177
482,bodaybo,57.8506,114.1933,-13.32,89,100,3.84,RU,1733866455
483,tsuyama,35.05,134.0,3.85,83,100,1.35,JP,1733866456
484,governador valadares,-18.8511,-41.9494,26.84,65,71,1.73,BR,1733866457
485,laguna,38.421,-121.4238,13.95,68,0,0.45,US,1733866458
486,tucumcari,35.1717,-103.725,5.91,33,20,4.12,US,1733866459
487,dhidhdhoo,6.8833,73.1,27.5,70,44,0.41,MV,1733866460
488,codrington,-38.2667,141.9667,15.26,66,21,4.65,AU,1733866461
489,kralendijk,12.15,-68.2667,28.99,70,40,7.2,BQ,1733866462
490,saint-philippe,-21.3585,55.7679,24.42,86,88,5.94,RE,1733866465
491,ilha de mocambique,-15.0342,40.7358,27.4,83,98,2.1,MZ,1733866466
492,tympaki,35.0729,24.7685,16.53,82,100,2.02,GR,1733866467
493,al artawiyah,26.5053,45.3444,12.43,43,3,2.74,SA,1733866468
494,pitimbu,-7.4706,-34.8086,26.31,71,2,3.93,BR,1733866470
495,harstad,68.799,16.5293,0.64,96,100,16.54,NO,1733866471
496,labytnangi,66.6572,66.4183,-9.94,97,100,3.37,RU,1733866472
497,northam,51.0333,-4.2167,6.6,77,99,7.06,GB,1733866473
498,keflavik,64.0049,-22.5624,2.24,80,75,5.66,IS,1733866474
499,san ignacio de velasco,-16.3667,-60.95,25.34,87,96,1.34,BO,1733866475
500,galesong,-5.3166,119.3661,25.77,81,100,2.81,ID,1733866476
501,amalapuram,16.5833,82.0167,23.26,90,99,1.3,IN,1733866477
502,port shepstone,-30.7414,30.455,23.33,87,76,3.24,ZA,1733866479
503,gilgit,35.9221,74.3087,-1.68,60,100,2.37,PK,1733866480
504,sacramento,38.4666,-121.3177,14.23,69,0,0.45,US,1733866333
505,kanggye,40.9695,126.5852,-10.11,97,24,0.86,KP,1733866482
506,belleville,44.1788,-77.3705,7.28,100,100,1.9,CA,1733866465
507,micheweni,-4.9667,39.8333,26.25,87,50,3.17,TZ,1733866484
508,tadine,-21.55,167.8833,27.97,69,0,3.68,NC,1733866485
509,tutong,4.8,114.65,25.46,90,92,1.24,BN,1733866486
510,fengxiang,47.5833,130.8333,-20.36,95,5,2.6,CN,1733866488
511,ilabaya,-17.4208,-70.5133,21.58,54,91,2.16,PE,1733866489
512,tarija,-21.5355,-64.7296,22.95,53,75,5.14,BO,1733866273
513,polgar,47.8667,21.1167,2.27,78,98,3.6,HU,1733866491
514,gumdag,39.2061,54.5906,1.22,53,3,5.9,TM,1733866492
515,cranbrook,49.4999,-115.7688,-2.09,74,75,0.0,CA,1733866493
516,urangan,-25.3,152.9,22.82,86,100,3.78,AU,1733866494
517,petukhovo,55.0692,67.9019,-8.69,90,98,6.97,RU,1733866495
518,puerto santa,-8.9906,-78.6456,20.01,81,67,4.02,PE,1733866496
519,chibougamau,49.9168,-74.3659,-4.21,93,100,5.66,CA,1733866339
520,mugia,43.1041,-9.2179,10.72,78,1,6.71,ES,1733866499
521,alta,69.9689,23.2717,0.59,80,100,4.12,NO,1733866500
522,cam ranh,11.9214,109.1591,23.98,88,75,5.14,VN,1733866501
523,okhotsk,59.3833,143.3,-19.73,83,69,7.71,RU,1733866502
524,kayangel,8.0823,134.7173,26.76,88,99,7.37,PW,1733866504
525,smara,26.7384,-11.6719,14.39,70,2,3.74,EH,1733866505
526,downpatrick,54.3263,-5.7035,2.8,86,49,1.76,GB,1733866506
527,ulladulla,-35.35,150.4667,19.07,67,38,1.34,AU,1733866507
528,waddan,29.1614,16.139,17.01,32,99,3.22,LY,1733866510
529,oliver,49.1831,-119.5524,0.95,69,41,0.51,CA,1733866511
530,kavieng,-2.5744,150.7967,28.57,73,48,0.87,PG,1733866512
531,ocos,14.5094,-92.1933,28.29,66,0,2.5,GT,1733866513
532,am timan,11.0297,20.2827,25.16,22,28,3.01,TD,1733866514
533,toliara,-23.35,43.6667,26.14,68,0,3.46,MG,1733866517
534,coahuayana de hidalgo,18.7,-103.6583,31.01,54,2,2.32,MX,1733866518
535,karachi,24.9056,67.0822,10.9,46,1,1.54,PK,1733866084
536,khandyga,62.6667,135.6,-34.2,100,99,0.23,RU,1733866520
537,palmer,42.1584,-72.3287,3.08,77,100,3.09,US,1733866521
538,cidreira,-30.1811,-50.2056,19.92,87,99,6.94,BR,1733866523
539,tommot,58.9564,126.2925,-14.75,93,100,4.58,RU,1733866525
540,fortuna,40.5982,-124.1573,15.55,52,0,3.09,US,1733866526
541,jiuquan,39.7432,98.5174,-9.78,67,28,2.47,CN,1733866527
542,yichang,30.7144,111.2847,3.96,78,74,0.77,CN,1733866528
543,novodvinsk,64.4165,40.8122,0.86,98,100,3.88,RU,1733866529
544,beloretsk,53.9631,58.3981,-8.37,90,100,5.16,RU,1733866530
545,trincomalee,8.5711,81.2335,25.75,89,100,5.21,LK,1733866531
546,puerto leguizamo,-0.1934,-74.7819,25.24,97,85,0.59,CO,1733866532
547,freetown,8.484,-13.2299,26.84,78,40,2.57,SL,1733866533
548,krasnyy chikoy,50.3643,108.7512,-31.28,100,64,0.52,RU,1733866534
549,ilha solteira,-20.4328,-51.3425,24.75,88,91,1.67,BR,1733866536
550,cockburn town,21.4612,-71.1419,26.98,83,40,6.17,TC,1733866537
551,port augusta,-32.5,137.7667,19.6,49,0,6.47,AU,1733866538
552,sha tin,22.3812,114.1931,21.8,78,100,3.58,CN,1733866539
553,kargasok,59.0556,80.8572,-12.94,92,100,6.95,RU,1733866272
554,portland,45.5234,-122.6762,7.67,84,100,2.24,US,1733866345
555,nema,57.5067,50.5011,-5.31,85,100,6.28,RU,1733866542
556,sinan,34.8262,126.1086,7.61,63,100,7.93,KR,1733866543
557,malabar,-33.9667,151.25,22.58,67,75,3.09,AU,1733866544
